adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[27],1387421,fr,Le Bézoard,"Having just lost her mother, Anna finds herself facing a nightmarish situation...a fur monster appears in her home. She will have to live with this strange being.",0.848,/qjICUAKtIeSyvuERkfamSq6yVP1.jpg,2024-11-19,Le Bézoard,False,0.0,0
False,,[99],1375359,ru,Отец и сын,"he action in Father and Son by Vladimir Svirsky is imprinted on the walls of an apartment on a megacity’s outskirts, where the two characters bound to each other are locked in.",0.848,,2024-10-22,Father and Son,False,0.0,0
False,/nwSgRlU3Hc0PequcUynp653GRup.jpg,"[18, 53]",1374914,en,Mirrors: Oneirataxia,"On the first night of spring, Isaac León, a 28-year-old widower, dreams to be with his late fiancé, Natasia Belmonté, once again years after her disappearance. As the night progresses, visions of Natasia begin to mirror that of his dreams, which leads him to question reality as he knows it. Unable to distinguish his dreams from reality, he sets off on an inevitable quest to find out if she is back after all these years or simply a figment of his imagination.",0.848,/8YeQGeLXeZWW30CKkAmRCHgIdEA.jpg,2024-10-17,Mirrors: Oneirataxia,False,10.0,1
False,,[],1368728,en,Wanderer,"A music video for Linda Catlin Smith’s contemporary piece, Wanderer. Performed by the Thin Edge New Music Collective in Toronto and filmed on location in the Faroe Islands.",0.848,,2024-10-22,Wanderer,False,0.0,0
False,/6mzrLCkkdkBedKEGHWiRF9bLdKt.jpg,[35],1368375,en,Rhythm & Blues,"When an art student visits the museum, a friend's emotional antics test his patience.",0.848,/nyEqqs76H0CidDFAwPNb0hRJDio.jpg,2024-10-19,Rhythm & Blues,False,10.0,1
False,/3EZM0gWKtDX9wVAhXhBoa5lA2SK.jpg,"[9648, 10770, 53]",1364729,en,The Life I Can't Remember,Emma slowly gets her memories back from a suspicious night which put her in an amnesia-like state.,0.848,/eAoXkVZFqs4yNiUNedNx7X18kCx.jpg,2024-10-20,The Life I Can't Remember,False,0.0,0
False,/fYYly3cG3GAnFoRDV6k6d5ZKSHW.jpg,[99],1355446,ca,cada vez me cuesta más regresar de allí...,"A quiet off-season afternoon alongside the Mekong River in Luang Prabang, Laos.",0.848,/aDqpRHD3YEZvOKkAup4VxrlbRFs.jpg,2024-09-26,sometimes I return to that place,False,6.5,2
False,,[],1351157,en,Jane Eyre,"Starring Broadway's Julie Benko and Matt Bogart, Charlotte Brontë classic novel came to life on Theatre Raleigh's stage earlier this year, and now you can enjoy it in the comfort of your own home!",0.848,/pjeT80IZIJKFAusdg6R6MKHfOkO.jpg,2024-09-01,Jane Eyre,False,0.0,0
False,/meYBAJu6zZWNk3EB7wHBeZl5ifI.jpg,[99],1346727,en,Here Children Do Not Play Together,"To examine the deteriorating relations between Palestine and Israel following the Hamas attack on October 7, the director walks into the heart of Jerusalem, a city that has been a holy site for Judaism, Islam, and Christianity for centuries, where tension and hatred have become a daily reality. Even though Jews and Muslims live in the same building, they do not communicate with each other and occasionally attack one another. However, the residents, from their respective positions and perspectives, ponder solutions for coexistence and peace between Muslims and Jews.",0.848,/wjs49RoLYzUVbETu5by9BkyQkk5.jpg,2024-10-03,Here Children Do Not Play Together,False,0.0,0
False,,"[28, 35, 18]",1375844,en,The New Year’s Eve Massacre,"When a former ally becomes a catastrophic threat, New York’s most feared gang must race against the clock to tie up every loose end before it’s too late.",0.847,,2024-12-27,The New Year’s Eve Massacre,False,0.0,0
False,,[99],1373702,es,"Anita... por la tierra, por la vida","The story of Anita López, a lifelong socialist activist inspired by her father, agrarian leader Machi López, who was murdered in front of her. At just thirteen, during a massive protest in the Yaqui Valley, Anita vowed to continue his fight. She soon joined the General Union of Workers and Campesinos, becoming a key figure in the struggle for campesino rights and women's rights.",0.847,,2024-10-10,"Anita... For The Land, For Life",False,0.0,0
False,/3edD6yZzYCBWPitt4TlwGJ9Dk66.jpg,[99],1366522,fr,Coperni : le couple qui révolutionne la mode,,0.847,/rEizM1JpMK6WXYDplfr5lpvhbQ7.jpg,2024-10-05,Coperni : le couple qui révolutionne la mode,False,8.0,1
False,,[99],1366330,en,Return From the Dead: People v. Stephen Joseph Bennett,"""Return From the Dead: People v. Stephen Joseph Bennett"" is a gripping documentary that follows Stephen Bennett's transformation from a Super Bowl Sunday 2006 crime to his extraordinary legal odyssey for freedom. Witness his journey from four life sentences to freedom, amidst a defining battle within America's legal system, highlighting the resilience of the human spirit against a backdrop of law and redemption.",0.847,,2024-10-10,Return From the Dead: People v. Stephen Joseph Bennett,False,0.0,0
False,/3uKdEBHJ17WFi9a63ARzMiz7Qlr.jpg,"[27, 53, 9648]",1365940,en,"KNOCK, KNOCK!",A lone kid hears voices in his head and tries to see where they’re coming from.,0.847,/alY5nFDDAqNLmgoyrMUZfDyqcuP.jpg,2024-10-05,"KNOCK, KNOCK!",False,10.0,1
False,,[99],1361337,es,Los Sueños de Pepe - Movimiento 2052,"On a planet headed for climate collapse, where humanity pursues a predatory model of development and consumption, the philosophy of former Uruguayan President Pepe Mujica raises an alarm in all of us. Pepe’s dream is to leave a better planet for future generations. However, time is running out and there is no way back.",0.847,/TNdDozjgPGeENte4yfMmnzYqak.jpg,2024-10-03,Pepe's Dreams - Movement 2052,False,0.0,0
False,,[18],1352543,en,Happy Snaps,"On the Isle of Sheppey, two boys try to enjoy a final day together. Their adventures are captured by Gabriel, who has cerebral palsy, on an old camera. But as the day goes on, fears about the future cloud their friendship.",0.847,,2024-10-10,Happy Snaps,False,0.0,0
False,/cYAb1OhWpic1rG5XcrTHGKlZOUT.jpg,"[35, 18]",1319850,id,Le Petit Sentiment,"Adnan, who cannot express his feelings, is tested by Jess, his girlfriend, to determine if Adnan cares for her.",0.847,/jb4AxY3j6OKhlyBLH3oEArBDq7x.jpg,2024-09-15,Le Petit Sentiment,False,0.0,0
False,/sfsnTA9ZOFdOnahyOWNBXe6cQAW.jpg,[18],1248055,pt,Corpo Aberto,"The social project of a teacher faces failure as the pupils' priorities are love affairs and work. Their days are devoted to desire and Brazilian funk, seeking an utopic independence, while reality creeps up on them.",0.847,/3hOe9i2Sa1ObQxjKNHbLsXmiiyQ.jpg,2024-10-11,Open Veins,False,0.0,0
False,/ojNFCob52g6kM6Bph8qg12HbXDQ.jpg,[99],1378191,en,Dogs of War,"The untold true story of how Dave Tomkins, originally a safe-cracker from London, rose from small-time criminal to international mercenary and arms dealer, enabling death and destruction around the world.",0.846,/pZt783ItDfeQQcECxHCYW1aRKsF.jpg,2024-10-20,Dogs of War,False,0.0,0
False,,[99],1370475,ru,Петербург! Жизнь в городе...,"Film is the result of joint work of the international team including young authors from Russia, Argentina, Armenia, Belarus, Egypt, Spain, Italy, China, Mexico, Poland, Serbia, Tunisia, Turkey and France. The project consists of more than 30 short video novellas about the citizens of Saint Petersburg of different generations, nationalities, professions and hobbies, whose life is inseparably associated with Saint Petersburg. Ballet dancer, designer of the fashion house, captain of motorship, cannoneer of the Peter and Paul Fortress, archpriest, rabbi, engineer, photographer, reggae performer with a gypsy nickname are among the characters of the film.",0.846,/eLCUsi4TdAciLI3zREDFreMabCc.jpg,2024-10-22,Petersburg! Life in The City...,False,0.0,0
False,,[99],1370439,ru,Ленинград 1976 Год Дракона,"A week in Leningrad in 1976, as imagined by man and artificial intelligence. Marshal Brezhnev’s anniversary and the first celebration of John Lennon’s birthday in the USSR, the landing of the last Soviet station on the Moon and a memorial service for Nikolai Gumilev, a story about a communist and the legend of Zorro – the grains of history gather in a desert of myth, over which the Red Dragon hovers…",0.846,,2024-10-22,Leningrad 1976. Year of The Dragon,False,0.0,0
False,,[99],1369678,es,Un Nuevo Amanecer,,0.846,/m1AkqnFCGHMzwOZgiYRZ0GU8bio.jpg,2024-10-10,Un Nuevo Amanecer,False,0.0,0
False,/Aw2a5pcCw1qEmHQvQ7RVAK7vS8S.jpg,"[18, 10749]",1361060,en,What Once Was,"A group of four inseparable teenagers suddenly falls apart, each going their own way, leaving behind old bonds and comforting memories. Years after the split, they reunite due to an unforeseen event, bringing to the surface feelings that had long been forgotten.",0.846,/wTMYr9gyVWsjRPAP3F8bEXL0bdb.jpg,2024-10-22,What Once Was,False,0.0,0
False,,[99],1355283,es,Llámame Paul,"August 1991. Filmmaker Jacinto Molina, better known as Paul Naschy, is suffering a heart attack. While he is being taken to the operating room, all his memories pass through his mind like a film. Good and bad times come to mind, and a film in which he poured his likes and dislikes, ""El aullido del lobo (Howl of the Devil)"". And all the memories of his childhood that left their mark on his films, a clear symbol of authorship. Meanwhile, like a dream, a child is chased by a wolf in the forest...",0.846,/9DfV1Etp8MlfaeWkYA1JGgIZ0nK.jpg,2024-10-10,Call Me Paul,False,0.0,0
False,,[18],1320759,en,Tušinukas,A school teacher learns that her son will fail the state exams. She must choose whether to engage or leave with a clear conscience.,0.846,/8kh17QZnCNBUXxxSfT1ZUwbGNsZ.jpg,2024-09-14,Left-Handed Pen,False,0.0,0
False,,[],1077698,ms,Roxana,"A party to celebrate Roxana's boyfriend, Armand's boxing victory turns into a gory nightmare when he accidentally murders a perverted peeping tom named Rizz. Feeling guilty, they flee from the crime scene before two ambulance workers arrive to collect the corpse in exchange for gold from a Bomoh. She makes a deal with Pak Walok, an evil djin, to resurrect Rizz into her own murdering puppet called Sumbaleweng.",0.846,/uyp6lPv8USIHeoNYcHLn4vBJbos.jpg,2024-09-21,Roxana,False,0.0,0
False,/kkkVpUIMGhsfSgyyfj2QF6dcIEX.jpg,"[27, 9648]",1377666,es,Shavala,,0.845,/ka0UpXYpELCeK44amGTmPDZAlIK.jpg,2024-10-22,Shavala,False,0.0,0
False,,"[18, 35]",1376737,zh,丛林迷踪,,0.845,/aeqMLgd7LEIf4pQy4xHuNM7xA2n.jpg,2024-10-22,丛林迷踪,False,0.0,0
False,/xtvXHTTTqD6g5MZZwrvZRcenXqP.jpg,"[18, 9648]",1375683,it,L'ornitologa,,0.845,/wxvunu7XlKBr1Mv2gLV4lSLdqEU.jpg,2024-10-22,L'ornitologa,False,0.0,0
False,,[],1372582,es,Los chavales de Morelia,"The lives of three young people with autism in Morelia, Mexico, each on their own unique journey. Through the perspectives of their mothers, we gain intimate insights into their individual skills and personal adventures while witnessing the daily challenges they face in a society rife with prejudice. This portrayal emphasizes the resilience of families and the importance of understanding and embracing neurodiversity.",0.845,,2024-10-22,The Kids Of Morelia,False,0.0,0
False,,[],1363658,en,Positive Transparencies,"Inspired by Nan Goldin's 'Trees by the River, Munich' (1994),  'Positive Transparencies' comprises the tensions emerging from the destruction and reconstruction of 17 individual 35mm slides. This cinematic endeavor seeks to explore the methodologies employed in observing, scrutinizing, and transmuting the natural world through technological means. The pristine landscape of Hornby Island in British Columbia serves as the project's primary reference point, as it employs extensive analog deconstruction techniques to repurpose the island's scenic vistas. Live dye destructions captured on film are meticulously edited and layered to metamorphose into dynamic motion sequences and novel color palettes, thereby emulating a process of artistic disintegration.",0.845,/5Tw4ntRX5LyiMBVv1ROEnpjQb1D.jpg,2024-10-10,Positive Transparencies,False,0.0,0
False,,[99],1356073,en,Into the Heart of the Mountain,"Take the rare and extraordinary opportunity to walk beside Zen Buddhist priest and social activist Roshi Joan Halifax on her path to empower women and indigenous people. This visually magnificent and emotionally bracing documentary charts an intimate pilgrimage with the Nomads Clinic—a team of Western, Nepali, and Tibetan healthcare workers—to deliver free medical care in the most remote regions of the Himalayas.",0.845,,2024-10-04,Into the Heart of the Mountain,False,0.0,0
False,,[],1354763,sv,To Whip A Horse,"As every morning at the ranch, the father is the first to go down to the stable. This morning, he has a rifle with him, and a violent act occurs. Through a few episodes, we see the day that led up to the deed.",0.845,,2024-09-26,To Whip A Horse,False,0.0,0
False,/sqoGiW0BdekW2euMD9YeDjiDYTY.jpg,[99],1380593,de,"Die Talkshow Doku - Schamlos, schräg und durchgeknallt",,0.844,/fIqTI8VHhZF5DK5d743p2xxWiez.jpg,2024-10-22,"Die Talkshow Doku - Schamlos, schräg und durchgeknallt",False,0.0,0
False,,[53],1378136,es,Demente,,0.844,/aKpN11oMO43acHPnjsAsyendRD7.jpg,2024-10-22,Demente,False,0.0,0
False,/dhFbJI31tq5oFWu53d4euVfVSUF.jpg,[35],1376249,en,Christine Hurley: Post-Vasectomy,"Five kids. And she remembers most of their names. Her husband is a comedy punching bag. Christine Hurley's story is the story of her life, and she pulls no punches.",0.844,/5FenrCdUpb3DFFEbZL629V8kexs.jpg,2024-10-22,Christine Hurley: Post-Vasectomy,False,0.0,0
False,,"[35, 53]",1374434,en,Taste Of Terror,Taste Of Terror - 2024 Film Challenge,0.844,/jyLNSH08OSD5VmGojO8UQh9DfPy.jpg,2024-10-25,Taste Of Terror,False,0.0,0
False,/xaU7pPOyNHtADhhOEYPyNJhauWG.jpg,"[10749, 99]",1359024,es,Primavera,Love transcends time and people.,0.844,/l8A3GtfRbUYxgaFXnAb6UqtTodZ.jpg,2024-11-19,Spring,False,0.0,0
False,/wtpuuMW8oFoRGJdJmIQU9rx3kiO.jpg,[99],1277171,zh,公開試當真,"How challenging is the Hong Kong university entrance exam? Is failing it the end of the world? Popular Youtube Channel “Trial & Error” spent 8 months documenting the journey of Hong, an exam candidate that doesn’t give much thought to his future. With the help offer by the team, will Hong be able to make up for the lost time and secure a spot in university?",0.844,/u7KFed27HiT7z5qEfc9r5GDPr6m.jpg,2024-06-24,Once Upon a Time in HKDSE,False,0.0,0
False,,[],1365490,en,Shell,"This is a story about two siblings, thrown together again in the wake of their grandmother's death. Shell is gender transitioning - but older sister Jess wants everything to stay the same.",0.843,/zjRNquWyWLnsn1DwGjZqJFUXdjb.jpg,2024-09-30,Shell,False,0.0,0
